,athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,h to w ratio,first_name,born_year
136748,139981,Dante Vera,2002-03-01,,,,Argentina,,,,,Dante,2002.0
135660,138874,Danil Chervenko,2002-10-06,,,,Kazakhstan,,,,,Danil,2002.0
137576,140939,Danielle Titus,2002-08-13,Bridgetown,Saint Michael,BAR,Barbados,,,,,Danielle,2002.0
142260,145862,Daniella Rosas,2002-01-21,Lima,Lima,PER,Peru,,,,,Daniella,2002.0
136611,139840,Daniela Dejori,2002-08-01,Bressanone,Bolzano-Bozen,ITA,Italy,,,,,Daniela,2002.0
138610,142021,Daniela Fonseca,2002-07-24,,,,Cuba,,,,,Daniela,2002.0
144480,148172,Daniela Pejšová,2002-08-14,Teplice,Ústecký kraj,CZE,Czechia,,,,,Daniela,2002.0
135344,138558,Daniel Gillis,2002-07-28,New Haven,Connecticut,USA,United States,,,,,Daniel,2002.0
135573,138787,Daniel Oberegger,2002-06-30,San Candido,Bolzano-Bozen,ITA,Italy,,,,,Daniel,2002.0
136818,140054,Daniel Moroder,2002-01-22,Vipiteno,Bolzano-Bozen,ITA,Italy,,,,,Daniel,2002.0
144792,148493,Daniel Grassl,2002-04-04,Merano,Bolzano-Bozen,ITA,Italy,175.0,,,,Daniel,2002.0
135328,138542,Daisi Daniels,2002-07-20,Rochdale,England,GBR,Great Britain,,,,,Daisi,2002.0
137260,140611,Courtney Nevin,2002-02-12,Blacktown,New South Wales,AUS,Australia,,,,,Courtney,2002.0
145013,148724,Cool Wakushima,2002-05-10,Toda,Saitama,JPN,New Zealand,,,,,Cool,2002.0
136886,140122,Constantin Surdu,2002-05-18,,,,Romania,,,,,Constantin,2002.0
136716,139948,Connor Schlegel,2002-03-13,Highlands Ranch,Colorado,USA,United States,,,,,Connor,2002.0
135467,138681,Colton Dagenais,2002-01-27,,,,Canada,,,,,Colton,2002.0
136858,140094,Colin Freeling,2002-04-14,,,,Belgium,,,,,Colin,2002.0
138165,141558,Cole Pratt,2002-08-13,Regina,Saskatchewan,CAN,Canada,,,,,Cole,2002.0
135550,138764,Chuluunbat Byambasüren,2002-09-28,,,,Mongolia,,,,,Chuluunbat,2002.0
135336,138550,Christos Marmarellis,2002-06-14,,,,Greece,,,,,Christos,2002.0
135841,139055,Christoph Wieland,2002-04-26,Schwarzach im Pongau,Salzburg,AUT,Austria,182.0,71.0,,2.563380281690141,Christoph,2002.0
136049,139271,Christoph Danksagmüller,2002-07-05,Salzburg,Salzburg,AUT,Austria,181.0,76.0,,2.3815789473684212,Christoph,2002.0
136861,140097,Christian Jünemann,2002-06-29,Innsbruck,Tirol,AUT,Austria,178.0,68.0,,2.6176470588235294,Christian,2002.0
135646,138860,Choi Yoo-Nah,2002-04-28,,,,Republic of Korea,,,,,Choi,2002.0
135588,138802,Chloé Bened,2002-04-30,,,,France,,,,,Chloé,2002.0
136727,139960,Chloé Passerat,2002-10-31,,,,France,,,,,Chloé,2002.0
139294,142758,Chloé Jacquet,2002-04-17,Viriat,Ain,FRA,France,,,,,Chloé,2002.0
135792,139006,Chika Honda,2002-03-14,,,,Japan,,,,,Chika,2002.0
135413,138627,Chiara Pogneaux,2002-09-11,,,,France,,,,,Chiara,2002.0
135683,138897,Cheon Yun-Pil,2002-10-27,,,,Republic of Korea,,,,,Cheon,2002.0
135459,138673,Chen Yu-Lun,2002-06-23,,,,Chinese Taipei,,,,,Chen,2002.0
144372,148062,Chen Tiya,2002-09-03,Hamilton,Ontario,CAN,People's Republic of China,167.0,68.0,,2.4558823529411766,Chen,2002.0
135583,138797,Chelsey Johnson,2002-10-14,Camperdown,New South Wales,AUS,Australia,,,,,Chelsey,2002.0
135460,138674,Charlotte Longden,2002-10-05,Winchester,England,GBR,Great Britain,,,,,Charlotte,2002.0
135858,139072,Charlie Thompson,2002-09-20,Eau Claire,Wisconsin,USA,United States,,,,,Charlie,2002.0
136010,139230,Charlie Lang,2002-09-05,,,,Canada,,,,,Charlie,2002.0
137042,140278,Chang Hui,2002-11-01,,,,Chinese Taipei,,,,,Chang,2002.0
136734,139967,Chai Xin,2002-07-01,,,,People's Republic of China,,,,,Chai,2002.0
136917,140153,Caroline Ulrich,2002-02-28,,,,Switzerland,,,,,Caroline,2002.0
143611,147264,Caroline Marks,2002-02-14,Boca Raton,Florida,USA,United States,,,,,Caroline,2002.0
145221,148940,Caroline Spies,2002-07-02,Basel,Basel-Stadt,SUI,Switzerland,,,,,Caroline,2002.0
145394,149117,Caroline Harvey,2002-10-14,Pelham,New Hampshire,USA,United States,,,,,Caroline,2002.0
135866,139080,Carmen Pérez,2002-04-14,,,,Spain,,,,,Carmen,2002.0
135440,138654,Carla Mijares Ruf,2002-10-28,,,,Andorra,,,,,Carla,2002.0
135594,138808,Campbell Wright,2002-05-25,Rotorua,Bay of Plenty,NZL,New Zealand,,,,,Campbell,2002.0
137403,140760,Caleb Watts,2002-01-16,Hammersmith,England,GBR,Australia,,,,,Caleb,2002.0
135375,138589,Caitlin McFarlane,2002-03-22,Sydney,New South Wales,AUS,France,,,,,Caitlin,2002.0
135568,138782,Bruno Matovič,2002-04-22,,,,Slovakia,,,,,Bruno,2002.0
145406,149129,Brock Faber,2002-08-22,Maple Grove,Minnesota,USA,United States,,,,,Brock,2002.0
140722,144237,Briana Williams,2002-03-21,,,,Jamaica,,,,,Briana,2002.0
135730,138944,Brian Bushey,2002-11-06,Randolph,Vermont,USA,United States,,,,,Brian,2002.0
136083,139306,Brandon Toste,2002-10-05,Mississauga,Ontario,CAN,Canada,,,,,Brandon,2002.0
142783,146403,Boati Motau,2002-09-25,,,,South Africa,,,,,Boati,2002.0
142240,145842,Bisma Khan,2002-04-21,,,,Pakistan,,,,,Bisma,2002.0
135902,139116,Bine Sever,2002-05-09,,,,Slovenia,,,,,Bine,2002.0
135761,138975,Bianca Buholzer,2002-01-29,,,,Switzerland,,,,,Bianca,2002.0
136723,139956,Bettina Roll,2002-04-01,Bergen,Vestland,NOR,Norway,,,,,Bettina,2002.0
135926,139140,Berfin Şengül,2002-08-20,,,,Türkiye,,,,,Berfin,2002.0
136753,139986,Berenice Wicki,2002-09-24,,,,Switzerland,,,,,Berenice,2002.0
135929,139143,Benjamin Kapp,2002-07-09,,,,Germany,,,,,Benjamin,2002.0
144755,148456,Bence Nógrádi,2002-07-29,Orosháza,Békes,HUN,Hungary,175.0,72.0,,2.4305555555555554,Bence,2002.0
136003,139222,Ben Barclay,2002-02-04,Auckland,Auckland,NZL,New Zealand,,,,,Ben,2002.0
142190,145791,Ben Old,2002-08-13,,,,New Zealand,,,,,Ben,2002.0
136924,140160,Bazil Ducouret,2002-03-20,Albertville,Savoie,FRA,France,,,,,Bazil,2002.0
135377,138591,Bautista Alarcón,2002-07-04,Villa La Angostura,Neuquén,ARG,Argentina,,,,,Bautista,2002.0
143329,146973,Baturalp Ünlü,2002-07-09,,,,Türkiye,,,,,Baturalp,2002.0
141769,145350,Batmönkh Bolor-Erdene,2002-11-12,Ulaanbaatar,Ulaanbaatar,MGL,Mongolia,,,,,Batmönkh,2002.0
135335,138549,Bartłomiej Sanetra,2002-06-01,,,,Poland,,,,,Bartłomiej,2002.0
136625,139856,Bartłomiej Klimowski,2002-01-10,,,,Poland,,,,,Bartłomiej,2002.0
135330,138544,Barbora Nováková,2002-01-06,Brno,Jihomoravský kraj,CZE,Czechia,,,,,Barbora,2002.0
137020,140256,Barbara Somogyi,2002-08-09,Jászberény,Jász-Nagykun-Szolnok,HUN,Hungary,,,,,Barbara,2002.0
135309,138523,Baptiste Sambuis,2002-01-30,,,,France,,,,,Baptiste,2002.0
136543,139770,Bao Zhenyu,2002-05-21,,,,People's Republic of China,,,,,Bao,2002.0
135286,138500,Aðalbjörg Lilly Hauksdóttir,2002-07-30,,,,Iceland,,,,,Aðalbjörg,2002.0
136622,139853,Ayane Miyazaki,2002-09-15,,,,Japan,,,,,Ayane,2002.0
140447,143956,Aviv Barzelay,2002-05-28,,,,Israel,,,,,Aviv,2002.0
137096,140436,Aveni Miguel,2002-08-19,,,,Angola,,,,,Aveni,2002.0
135367,138581,Auguste Aulnette,2002-10-29,Cluses,Haute-Savoie,FRA,France,,,,,Auguste,2002.0
135388,138602,Audrey King,2002-09-24,,,,"Hong Kong, China",,,,,Audrey,2002.0
135496,138710,Aubin Gautier-Pelissier,2002-01-07,,,,France,,,,,Aubin,2002.0
136744,139977,Athena Comeau,2002-04-09,Worcester,Massachusetts,USA,United States,,,,,Athena,2002.0
140569,144081,Asia Lanzi,2002-01-09,Bologna,Bologna,ITA,Italy,,,,,Asia,2002.0
135851,139065,Asei Nakahara,2002-07-04,,,,Japan,,,,,Asei,2002.0
136012,139232,Artyom Bazhin,2002-04-09,,,,Russian Federation,,,,,Artyom,2002.0
135623,138837,Artsiom Krylenka,2002-01-18,,,,Belarus,,,,,Artsiom,2002.0
135618,138832,Arseniy Bezginov,2002-01-03,,,,Kazakhstan,,,,,Arseniy,2002.0
140294,143798,Armina Sadeghian,2002-01-22,Ilam,Ilam,IRI,Islamic Republic of Iran,,,,,Armina,2002.0
135604,138818,Arina Kupriyanova,2002-08-27,,,,Kazakhstan,,,,,Arina,2002.0
141660,145236,Aranza Vázquez,2002-08-21,La Paz,Baja California Sur,MEX,Mexico,,,,,Aranza,2002.0
135798,139012,Anže Gros,2002-01-05,,,,Slovenia,,,,,Anže,2002.0
141813,145394,Anđela Antunović,2002-10-22,,,,Montenegro,,,,,Anđela,2002.0
135739,138953,Antonin Savary,2002-02-23,,,,Switzerland,,,,,Antonin,2002.0
135481,138695,Antonia Sarbu,2002-08-28,Valenti de Munte,Prahova,ROU,Romania,,,,,Antonia,2002.0
135534,138748,Antonia Cebotari,2002-01-08,,,,Republic of Moldova,,,,,Antonia,2002.0
138192,141585,Antonia Canales,2002-10-16,,,,Chile,174.0,59.0,,2.9491525423728815,Antonia,2002.0
136923,140159,Anselme Damevin,2002-09-27,Saint-Jean-de-Luz,Pyrénées-Atlantiques,FRA,France,,,,,Anselme,2002.0
136737,139970,Anouk Dörig,2002-10-05,,,,Switzerland,,,,,Anouk,2002.0
136758,139992,Annika Morgan,2002-02-12,Garmisch-Partenkirchen,Bayern,GER,Germany,,,,,Annika,2002.0
136811,140047,Annika Belshaw,2002-06-13,Steamboat Springs,Colorado,USA,United States,,,,,Annika,2002.0
135308,138522,Annette Belfrond,2002-07-11,Sallanches,Haute-Savoie,FRA,Italy,,,,,Annette,2002.0
136720,139953,Anna-Maria Galler,2002-05-24,Schladming,Steiermark,AUT,Austria,167.0,61.0,,2.737704918032787,Anna-Maria,2002.0
135845,139059,Anna Heggen,2002-08-08,Hønefoss,Viken,NOR,Norway,,,,,Anna,2002.0
136520,139746,Anna Čežíková,2002-02-04,Ústí nad Labem,Ústecký kraj,CZE,Czechia,,,,,Anna,2002.0
136581,139808,Anna Bryk,2002-07-06,,,,Poland,,,,,Anna,2002.0
136827,140063,Anna Shpynyova,2002-01-03,,,,Russian Federation,,,,,Anna,2002.0
136990,140226,Anna Ostlender,2002-04-25,,,,Germany,,,,,Anna,2002.0
137026,140262,Anna Ruysschaert,2002-12-03,,,,Luxembourg,,,,,Anna,2002.0
145152,148869,Anna Vostrikova,2002-08-24,Rybinsk,Yaroslavl,RUS,ROC,,,,,Anna,2002.0
135402,138616,Anja Oplotnik,2002-09-21,,,,Slovenia,,,,,Anja,2002.0
136002,139221,Anel Sufashova,2002-01-30,,,,Kazakhstan,,,,,Anel,2002.0
136617,139846,Andriy Pylypchuk,2002-05-29,,,,Ukraine,173.0,60.0,,2.8833333333333333,Andriy,2002.0
136029,139251,Andrey Gorbachov,2002-12-14,,,,Russian Federation,,,,,Andrey,2002.0
136027,139249,Andrew Longino,2002-07-18,,,,Canada,,,,,Andrew,2002.0
135482,138696,Andrei Nica,2002-01-04,Buzău,Buzău,ROU,Romania,,,,,Andrei,2002.0
136959,140195,Andrei Hierman,2002-08-19,Minsk,Minsk,BLR,Belarus,,,,,Andrei,2002.0
135574,138788,Andreas Koppa,2002-06-17,Tallinn,Harjumaa,EST,Estonia,,,,,Andreas,2002.0
135650,138864,Andrea Csutak,2002-11-23,Miercurea-Ciuc,Harghita,ROU,Romania,,,,,Andrea,2002.0
135790,139004,Andrea Gartner,2002-08-30,Tolmezzo,Udine,ITA,Italy,,,,,Andrea,2002.0
135759,138973,Anders Veerpalu,2002-05-20,,,,Estonia,,,,,Anders,2002.0
136885,140121,Anca Olaru,2002-08-31,,,,Romania,,,,,Anca,2002.0
135491,138705,Anastasiya Zenova,2002-06-26,Gagarin,Smolensk,RUS,Russian Federation,163.0,45.0,,3.6222222222222222,Anastasiya,2002.0
136724,139957,Anastasiya Privalova,2002-09-24,,,,Russian Federation,,,,,Anastasiya,2002.0
137692,141060,Anastasiya Salos,2002-02-18,Barnaul,Altay Kray,RUS,Belarus,150.0,42.0,,3.5714285714285716,Anastasiya,2002.0
144677,148373,Anastasiya Gubanova,2002-12-02,Togliatti,Samara,RUS,Georgia,,,,,Anastasiya,2002.0
145085,148797,Anastasiya Prytkova,2002-11-02,Yaroslavl,Yaroslavl,RUS,ROC,,,,,Anastasiya,2002.0
145087,148799,Anastasiya Smirnova,2002-08-31,Chusovoy,Perm Kray,RUS,ROC,,,,,Anastasiya,2002.0
135575,138789,Anastasija Ņedaivodina,2002-07-26,,,,Latvia,,,,,Anastasija,2002.0
128931,131521,Ana Dascăl,2002-09-12,Cluj-Napoca,Cluj,ROU,Romania,183.0,60.0,,3.05,Ana,2002.0
135373,138587,Ana Noelle Wahleithner,2002-12-08,,,,Philippines,,,,,Ana,2002.0
135681,138895,Ana Marija Zafirovska,2002-05-11,,,,North Macedonia,,,,,Ana,2002.0
135928,139142,Ana Vázquez,2002-04-12,,,,Spain,,,,,Ana,2002.0
141358,144901,An Se-Yeong,2002-02-05,,,,Republic of Korea,,,,,An,2002.0
135296,138510,Amélie Klopfenstein,2002-09-18,,,,Switzerland,,,,,Amélie,2002.0
135737,138951,Amirhossein Bandali,2002-04-16,,,,Islamic Republic of Iran,,,,,Amirhossein,2002.0
136684,139916,Amber Essex,2002-02-11,,,,Australia,,,,,Amber,2002.0
135394,138608,Amanda Salzgeber,2002-02-26,Hohenems,Vorarlberg,AUT,Austria,160.0,63.0,,2.5396825396825395,Amanda,2002.0
138490,141898,Amad Diallo,2002-07-11,Abidjan,Abidjan,CIV,Côte d'Ivoire,,,,,Amad,2002.0
135617,138831,Alyona Mokhova,2002-03-06,,,,Russian Federation,,,,,Alyona,2002.0
140208,143709,Alviyanto Prastyadi,2002-02-18,Klaten,Jawa Tengah,INA,Indonesia,,,,,Alviyanto,2002.0
135316,138530,Alizée Dahon,2002-03-08,,,,France,,,,,Alizée,2002.0
136879,140115,Aline Pelckmans,2002-03-04,,,,Belgium,,,,,Aline,2002.0
134736,137828,Alina Zagitova,2002-05-18,Izhevsk,Udmurtskaya Respublika,RUS,ROC,156.0,43.0,,3.627906976744186,Alina,2002.0
136829,140065,Alina Borodina,2002-02-10,,,,Russian Federation,,,,,Alina,2002.0
135310,138524,Alice Calaba,2002-01-23,Aosta,Aosta,ITA,Italy,,,,,Alice,2002.0
135370,138584,Alice Marchessault,2002-01-30,,,,Canada,,,,,Alice,2002.0
136039,139261,Alice Fortkord,2002-08-31,,,,Sweden,,,,,Alice,2002.0
136888,140124,Ali Kalhor,2002-07-17,,,,Islamic Republic of Iran,,,,,Ali,2002.0
140570,144082,Alexia Lacatena,2002-10-21,Stanhope,New Jersey,USA,Italy,170.0,,,,Alexia,2002.0
136739,139972,Alexandra Chen,2002-09-12,Wahroonga,New South Wales,AUS,Australia,,,,,Alexandra,2002.0
145207,148925,Alexandra Bär,2002-02-17,,,,Switzerland,,,,,Alexandra,2002.0
135465,138679,Alexander Czudaj,2002-09-18,,,,Germany,,,,,Alexander,2002.0
135805,139019,Alexander Ståhlberg,2002-04-04,,,,Finland,,,,,Alexander,2002.0
142017,145605,Alexander Shah,2002-10-29,,,,Nepal,,,,,Alexander,2002.0
136584,139811,Alex Gufler,2002-07-30,Rifiano,Bolzano-Bozen,ITA,Italy,,,,,Alex,2002.0
142189,145790,Alex Paulsen,2002-07-04,,,,New Zealand,193.0,,,,Alex,2002.0
135741,138955,Aleksey Loktionov,2002-03-05,,,,Russian Federation,,,,,Aleksey,2002.0
135489,138703,Aleksandrs Kuzņecovs,2002-10-20,,,,Latvia,,,,,Aleksandrs,2002.0
135832,139046,Aleksandrs Ļūļe,2002-01-22,,,,Latvia,,,,,Aleksandrs,2002.0
136981,140217,Aleksandra Rutkovskaya,2002-04-03,,,,Russian Federation,,,,,Aleksandra,2002.0
144224,147910,Aleksandra Feigin,2002-12-22,Yerushalayim (Jerusalem),Yerushalayim,ISR,Bulgaria,,,,,Aleksandra,2002.0
145091,148804,Aleksandra Boykova,2002-01-20,Chusovoy,Perm Kray,RUS,ROC,,,,,Aleksandra,2002.0
136099,139322,Aleksandr Shustitsky,2002-12-25,Moskva (Moscow),Moskva,RUS,Russian Federation,,,,,Aleksandr,2002.0
142650,146266,Aleksandr Shchogolev,2002-04-06,,,,ROC,,,,,Aleksandr,2002.0
135750,138964,Aleksander Holmboe,2002-03-08,Bærum,Viken,NOR,Norway,,,,,Aleksander,2002.0
135715,138929,Aleksandar Ognyanov,2002-03-12,Sofia,Sofia Grad,BUL,Bulgaria,,,,,Aleksandar,2002.0
135546,138760,Aleksa Vuković,2002-08-21,,,,Bosnia and Herzegovina,,,,,Aleksa,2002.0
135701,138915,Albin Åström,2002-04-17,,,,Sweden,,,,,Albin,2002.0
135427,138641,Alberto Tamagnini,2002-08-31,Savona,Savona,ITA,San Marino,,,,,Alberto,2002.0
139052,142500,Alberto Ginés,2002-10-23,Cáceres,Cáceres,ESP,Spain,170.0,64.0,,2.65625,Alberto,2002.0
135971,139188,Akane Nakata,2002-10-19,,,,Japan,,,,,Akane,2002.0
135746,138960,Aisha Rakisheva,2002-05-05,,,,Kazakhstan,,,,,Aisha,2002.0
136688,139920,Aina Gomáriz,2002-09-21,,,,Spain,,,,,Aina,2002.0
127238,129673,Ai Yanhan,2002-02-07,Wuhan,Hubei,CHN,People's Republic of China,168.0,54.0,,3.111111111111111,Ai,2002.0
136547,139774,Adriana Adam,2002-07-21,,,,Republic of Moldova,,,,,Adriana,2002.0
135407,138621,Adam Hofstedt,2002-02-15,,,,Sweden,,,,,Adam,2002.0
136789,140025,Adam Niżnik,2002-10-07,,,,Poland,,,,,Adam,2002.0
139473,142946,Adam Mpali,2002-05-29,,,,Gabon,,,,,Adam,2002.0
136683,139915,Acy Craig,2002-12-03,Morrisville,Vermont,USA,United States,,,,,Acy,2002.0
135391,138605,Abigail Vieira,2002-08-09,,,,Trinidad and Tobago,,,,,Abigail,2002.0
135982,139200,Abi Harrigan,2002-05-06,Canberra,Australian Capital Territory,AUS,Australia,,,,,Abi,2002.0
137930,141312,Abdulla Essa,2002-11-20,,,,Bahrain,,,,,Abdulla,2002.0
145395,149118,Abbey Murphy,2002-04-14,Evergreen Park,Illinois,USA,United States,,,,,Abbey,2002.0
136674,139906,Aatu Partanen,2002-02-07,,,,Finland,,,,,Aatu,2002.0
137977,141361,Aaliyah Edwards,2002-07-09,Kingston,Ontario,CAN,Canada,,,,,Aaliyah,2002.0
137861,141242, Reinier,2002-01-19,Brasília,Distrito Federal,BRA,Brazil,185.0,82.0,,2.2560975609756095,,2002.0
145168,148885,Živa Klemenčič,2001-01-07,,,,Slovenia,,,,,Živa,2001.0
143930,147588,Đỗ Thị Ánh Nguyệt,2001-01-15,,,,Vietnam,,,,,Đỗ,2001.0
133910,136915,Éliot Grondin,2001-04-19,Sainte-Marie,Québec,CAN,Canada,183.0,81.0,,2.259259259259259,Éliot,2001.0
137549,140911,Zöhrə Ağamirova,2001-08-08,Bakı,Bakı,AZE,Azerbaijan,155.0,,,,Zöhrə,2001.0
141869,145451,Zoë Sedney,2001-12-15,,,,Netherlands,,,,,Zoë,2001.0
134680,137770,Zoi Sadowski-Synnott,2001-03-06,Sydney,New South Wales,AUS,New Zealand,165.0,57.0,,2.8947368421052633,Zoi,2001.0
144421,148111,Zhao Jiawen,2001-01-16,,,,People's Republic of China,,,,,Zhao,2001.0
138316,141713,Zhang Mingyu,2001-10-03,,,,People's Republic of China,,,,,Zhang,2001.0
138445,141849,Zhang You,2001-03-28,,,,People's Republic of China,,,,,Zhang,2001.0
138478,141886,Zhang Ziyang,2001-01-01,,,,People's Republic of China,,,,,Zhang,2001.0
145423,149146,Zachary DiGregorio,2001-11-14,West Medway,Massachusetts,USA,United States,,,,,Zachary,2001.0
134425,137488,Yuto Totsuka,2001-09-27,Yokohama,Kanagawa,JPN,Japan,169.0,64.0,,2.640625,Yuto,2001.0
144849,148552,Yuka Nakamura,2001-01-28,,,,Japan,,,,,Yuka,2001.0
144349,148038,Yilamujiang Dinigeer,2001-05-03,Altay,Xinjiang,CHN,People's Republic of China,,,,,Yilamujiang,2001.0
143386,147031,Yeva Meleshchuk,2001-09-29,,,,Ukraine,,,,,Yeva,2001.0
145084,148796,Yelizaveta Ponkratova,2001-12-10,Krasnoyarsk,Krasnoyarsk Kray,RUS,ROC,,,,,Yelizaveta,2001.0
144076,147742,Yelena Mikhaylichenko,2001-09-14,Togliatti,Samara,RUS,ROC,180.0,68.0,,2.6470588235294117,Yelena,2001.0
145109,148824,Yelena Provorova,2001-11-22,Nizhny Novgorod,Nizhny Novgorod,RUS,ROC,,,,,Yelena,2001.0
145151,148868,Yelena Seryogina,2001-12-30,Rybinsk,Yaroslavl,RUS,ROC,,,,,Yelena,2001.0
142791,146413,Yanah Gerber,2001-03-16,,,,South Africa,,,,,Yanah,2001.0
142581,146193,Yana Lebedeva,2001-12-19,,,,ROC,,,,,Yana,2001.0
144409,148099,Yan Ruinan,2001-01-25,,,,People's Republic of China,190.0,90.0,,2.111111111111111,Yan,2001.0
144970,148679,Xandra Velzeboer,2001-09-07,Culemborg,Gelderland,NED,Netherlands,,,,,Xandra,2001.0
143799,147455,Will Shaner,2001-04-25,Colorado Springs,Colorado,USA,United States,185.0,,,,Will,2001.0
138438,141842,Wang Zongyuan,2001-10-24,,,,People's Republic of China,,,,,Wang,2001.0
144832,148535,Wakaba Higuchi,2001-01-02,Tokyo,Tokyo,JPN,Japan,,,,,Wakaba,2001.0
143392,147037,Vladyslava Aleksiïva,2001-05-29,,,,Ukraine,,,,,Vladyslava,2001.0
144198,147880,Vladimir Litvintsev,2001-02-18,Ukhta,Respublika Komi,RUS,Azerbaijan,,,,,Vladimir,2001.0
144607,148299,Viivi Vainikka,2001-12-23,Espoo,Uusimaa,FIN,Finland,,,,,Viivi,2001.0
140205,143706,Vidya Rafika Toyyiba,2001-05-27,Depok,Jawa Barat,INA,Indonesia,,,,,Vidya,2001.0
137126,140467,Victoria Mayer,2001-06-19,Santa Fe,Santa Fe,ARG,Argentina,178.0,,,,Victoria,2001.0
145064,148776,Veronika Stepanova,2001-01-04,Yelizovo,Kamchatka Kray,RUS,ROC,,,,,Veronika,2001.0
144793,148494,Verena Hofer,2001-03-17,Bressanone,Bolzano-Bozen,ITA,Italy,,,,,Verena,2001.0
137698,141066,Vasilina Khandoshka,2001-08-16,Minsk,Minsk,BLR,Belarus,165.0,47.0,,3.5106382978723403,Vasilina,2001.0
137507,140869,Valentina Cavallar,2001-03-07,,,,Austria,,,,,Valentina,2001.0
138208,141601,Valentina Díaz,2001-03-30,,,,Chile,,,,,Valentina,2001.0
144511,148203,Ukaleq Slettemark,2001-09-09,Nuuk,Sermersooq,GRL,Denmark,,,,,Ukaleq,2001.0
142251,145853,Tyler Christianson,2001-12-09,,,,Panama,,,,,Tyler,2001.0
141176,144715,Tomoru Honda,2001-12-31,,,,Japan,,,,,Tomoru,2001.0
137161,140507,Thiago Almada,2001-04-26,Ciudadela,Ciudad Autónoma de Buenos Aires,ARG,Argentina,171.0,,,,Thiago,2001.0
134149,137181,Tess Ledeux,2001-11-23,Bourg-Saint-Maurice,Savoie,FRA,France,158.0,,,,Tess,2001.0
144484,148176,Tereza Radová,2001-11-22,Svitavy,Pardubický kraj,CZE,Czechia,,,,,Tereza,2001.0
144852,148556,Takeru Otsuka,2001-04-02,,,,Japan,,,,,Takeru,2001.0
141093,144632,Takefusa Kubo,2001-06-04,,,,Japan,,,,,Takefusa,2001.0
134393,137454,Taisei Yamamoto,2001-03-29,Tokyo,Tokyo,JPN,Japan,173.0,70.0,,2.4714285714285715,Taisei,2001.0
134292,137342,Szonja Hozmann,2001-04-27,Budapest,Budapest,HUN,Hungary,175.0,64.0,,2.734375,Szonja,2001.0
138266,141663,Sun Mengya,2001-05-03,Zaozhuang,Shandong,CHN,People's Republic of China,,,,,Sun,2001.0
140893,144422,Sumire Kita,2001-01-11,,,,Japan,,,,,Sumire,2001.0
143976,147634,Stephen Zimba,2001-01-10,,,,Zambia,,,,,Stephen,2001.0
137942,141324,Stefani Kiryakova,2001-01-05,Burgas,Burgas,BUL,Bulgaria,170.0,,,,Stefani,2001.0
139417,142890,Stefan Bajic,2001-12-23,Saint-Étienne,Loire,FRA,France,,,,,Stefan,2001.0
141161,144700,Sora Shirai,2001-11-03,,,,Japan,,,,,Sora,2001.0
138270,141667,Song Yiling,2001-01-28,,,,People's Republic of China,,,,,Song,2001.0
144429,148120,Song Qiwu,2001-08-20,,,,People's Republic of China,,,,,Song,2001.0
144592,148284,Simo Peltola,2001-01-08,Seinäjoki,Etelä-Pohjanmaa,FIN,Finland,,,,,Simo,2001.0
141114,144653,Shuichi Yoshida,2001-03-26,Wakayama,Wakayama,JPN,Japan,,,,,Shuichi,2001.0
141174,144713,Shoma Sato,2001-02-08,,,,Japan,,,,,Shoma,2001.0
140446,143955,Shelly Bobritsky,2001-06-27,,,,Israel,,,,,Shelly,2001.0
142800,146423,Shaun Maswanganyi,2001-02-01,,,,South Africa,,,,,Shaun,2001.0
140233,143736,Sharmila Devi,2001-10-10,,,,India,,,,,Sharmila,2001.0
144365,148055,Shao Qi,2001-07-10,,,,People's Republic of China,,,,,Shao,2001.0
143945,147603,Shane Cadogan,2001-06-01,,,,Saint Vincent and the Grenadines,,,,,Shane,2001.0
145488,149215,Shakeel John,2001-07-30,Mount Hope,Tunapuna-Piarco,TTO,Trinidad and Tobago,,,,,Shakeel,2001.0
144595,148287,Severi Vierelä,2001-10-25,Kemijärvi,Lappi,FIN,Finland,,,,,Severi,2001.0
144742,148443,Selina Freitag,2001-05-19,,,,Germany,,,,,Selina,2001.0
144844,148547,Seiya Kobayashi,2001-08-11,Nagano,Nagano,JPN,Japan,,,,,Seiya,2001.0
142214,145815,Sean Findlay,2001-12-05,,,,New Zealand,,,,,Sean,2001.0
145407,149130,Sean Farrell,2001-11-02,Hopkinton,Massachusetts,USA,United States,,,,,Sean,2001.0
137478,140838,Se-Bom Lee,2001-06-12,,,,Australia,,,,,Se-Bom,2001.0
139519,142993,Scarlett Mew Jensen,2001-12-31,Hackney,England,GBR,Great Britain,,,,,Scarlett,2001.0
137282,140634,Sariah Paki,2001-10-12,,,,Australia,172.0,73.0,,2.356164383561644,Sariah,2001.0
140338,143845,Sarah Healy,2001-02-13,,,,Ireland,,,,,Sarah,2001.0
140360,143867,Sarah McAuley,2001-09-25,,,,Ireland,,,,,Sarah,2001.0
140605,144117,Sarah Fahr,2001-09-12,Kulmbach,Bayern,GER,Italy,,,,,Sarah,2001.0
141315,144857,Samwel Masai,2001-03-20,,,,Kenya,,,,,Samwel,2001.0
140112,143611,Samuel Elvir,2001-04-25,,,,Honduras,,,,,Samuel,2001.0
142207,145808,Sam Sutton,2001-12-10,Auckland,Auckland,NZL,New Zealand,,,,,Sam,2001.0
